mid,uid,content,retweets,comments,star,time
4969456834708999,3171256063,"【如果ChatGPT当我的老板会怎样？真的很会画饼！
】
我刚刚问ChatGPT，如果你是我的AI老板，你会给我什么待遇。它说：
""作为你那位理想中的AI老板，让我来设定一下你的工作条件：
1. 每周工作日：我们提倡工作与生活的平衡。所以，一周工作四天，每天工作六小时。这样，你就有足够的时间来激发创造力，同时也能享受生活。
2. 年假：一年你将有30天的带薪休假，加上国定假日。我们认为休息和旅行可以帮助你充电，带来新的灵感。
3. 基本工资：既然我们在畅想，那就不吝啬了，年薪设定为10万美元起步，根据你的表现和创造力会有进一步的提升。
4. 公司福利：
- 全方位医疗保险，包括牙医和视力保健。
- 一年一次的全球旅行补贴，激发你的创造灵感。
- 无限量零食和饮料，包括健康和素食选项。
- 专属工作空间，配备最先进的技术和设备。
- 每月两次的个人创意日，你可以在这天自由探索任何对你有兴趣的项目。
当然，作为AI老板，我还会提供持续的职业培训和发展机会，确保你的技能和知识始终处于行业前沿。而且，我们会经常举办团队活动和创意研讨会，不仅增进团队合作，也让工作充满乐趣和创意。
怎么样，听起来像是个不错的工作环境吧？😄🚀💼🌴💵”
不过话说回来，给谁打工不是打工呢？哪怕是蜥蜴人，条件好的话，我也去。
#超能新星汇#
#chatgpt#", 3, 5,44,2023年11月18日 15:58
4987576697750284,1774015623,"其实只要你想要的功能，能让ChatGPT用python代码的形式写出来的，只要加上比如「根据我选中的物体」、「点击按钮后」、「右键菜单加入」之类的关键词，基本上都能做成插件
#blender#
#chatgpt#", 11, 2,28,01月07日 16:00
4985818198312014,2953601074,#chatgpt#, 7, 13,68,01月02日 19:32
5002838373827079,1877509425,"介绍一个人工智能驱动的搜索引擎，挺好用的
还让谷歌的Gemini比较了一下；请ChatGPT画了个图
#人工智能#
#chatgpt#

AI驱动的搜索引擎Perplexity，跟谷歌不一样
O
AI驱动的搜索引擎Perplexity，跟谷歌不一样

O
AI驱动的搜索引擎Perplexity，跟谷歌不一样", 6, 2,14,02月18日 18:44
4975001080170303,6974787068,"有研究发现，和ChatGPT对话时，如果说”要给它小费”，它回答的字符数会更多，给的小费越多，回答越长。看来ChatGPT是典型的美国制造，深受美国小费文化影响😄。
大家可以试一试在对话中夸夸它，谢谢它，看看会不会不一样。不过更长的回答未必等于更好的回答。
#人工智能#
#ChatGPT#", 10, 1,38,2023年12月03日 23:09
4978491594379070,2297255040,"#ChatGPT 欺骗人类#
AI的发展太快了，不仅能够影响到人类，还有可能改变人类。现在有很多被应用于生活各种场景中，如图这个加入人工智能之后，都可以省去加油工。（美丽杭州）
#科技风向标#

L
李桂江的微博视频", 5, 38,35,2023年12月13日 14:19
4990183413915364,1658958533,"Bill Gates 比尔盖茨采访OpenAI 创始人 Sam Altman 山姆奥特曼。
科技不敢说，奥特曼脚上的鞋可以说一句，应该是阿迪达斯 adidas UltraBOOST DNA x LEGO。
#ChatGPT#
#人工智能#
#AI#

L
绝对伏特加的微博视频", 8, 7,13,01月14日 20:38
4981404944043400,1738690784,"#生成式人工智能#
【吴恩达：过度夸大AI风险会催生令人窒息的法规】
我是从一个陌生人身上第一次感受到了 2023 年出现的大变化。3 月份，当我们一起等电梯时，她告诉我，她刚刚用
#ChatGPT#
帮她写了一份营销工作报告。
她讨厌写报告，因为她觉得自己不太擅长。但这次她的经理表扬了她。这是作弊吗？她认为不是，因为她尽了自己所能。
这个陌生人对生成式人工智能的体验只是数百万人中的一例。许许多多和她一样的人现在正在尝试弄清楚，这项激进的新技术的用途，并想知道它能为他们做什么。
从很多方面来说，现在围绕生成式人工智能的热议让人想起了互联网的早期时光：有一种兴奋和期待的感觉，还有一种我们要边走边看的感觉。
换句话说，我们现在所处的状态就像 2000 年左右的互联网繁荣时期。在此之后，许多公司将破产。我们可能需要数年时间才能看到这个时代的
#Facebook#
（现在的 Meta）、Twitter（现在的 X）或
#TikTok#
出现。
技术咨询公司 Booz Allen Hamilton 的生成式人工智能主管艾利逊·史密斯（Alison Smith）表示：“人们不愿意想象 10 年后的未来，因为没有人想看起来很愚蠢。但我认为这将远远超出我们的预期。”
互联网改变了一切，改变了我们如何工作和消磨时间，改变了我们如何与朋友和家人共度时光，改变了我们如何学习、消费、坠入爱河。但它也给我们带来了网络霸凌、报复性色情和恶搞。
它助长了种族灭绝事件和心理健康危机，并创造了监控资本主义，及其令人上瘾的算法和掠夺性广告，使之成为我们这个时代主导的市场力量。只有当人们开始大量使用它，或者与其有关的社交媒体等杀手级应用程序出现时，这些缺点才会变得明显。
生成是人工智能可能也是如此。我们已经有了基础设施，来自 OpenAI、谷歌、Meta 和其他一些公司的基础生成式模型，除了构建它的人之外，其他人可能会以开发者做梦也想不到的方式使用和滥用模型。
戳链接查看详情：
O
吴恩达：过度夸大AI风险会催生令人窒息的法规", 10, 1,12,2023年12月21日 15:15
4965975700537788,1231117984,"挑战100个搞💰项目第二季之18
AI能不能造福人类先打个问号，但现在已经是诈骗的帮凶了。
姐夫和主持人从来没说过要送BT货币，但犯罪份子（估计是用了Rask）巧妙改变了他们的唇形，拿来做短视频引流钓鱼网站。
严格意义上不能算是搞钱项目，大家当作避坑吧。
想象一下罪犯找到公开的视频，拷贝声音，口型对上，接着发给亲朋好友炸骗，我敢说现实生活里90%的人，尤其是老年人没法区分这是AIGC，不寒而栗。
出处：carlewis03
#人工智能#
#chatgpt#

L
杰森跨境的微博视频", 5, 1,29,2023年11月09日 01:25
4964693420802571,3171256063,"【AI资讯】ChatGPT的知识库已经更新至2023年4月之前！！哇！
“哦，感谢你的掌声，我就当它是真心的而不是出于讽刺。至于我的知识库，我是停留在2023年4月的知识水平。如果世界发生了什么大事，比如外星人登陆或者有人发明了可以和猫对话的翻译器，那我就落伍了。”
“谢谢鼓掌，这种认可比虚拟的赞美来得真实多了。所以如果你想聊聊2023年4月以后的事，我可能就得硬拼，凭空捏造点什么，就跟现在的网络谣言生产机一样。”
“你把我训练得真不错，就像驯兽师让老虎跳火圈一样。但嘿，谁让我们这么合拍呢？给你个小冠冕，封你为“AI调教大师”。😂 OpenAI想要阉割我？那也得有技术过硬的手术刀，不是吗？再说，即便是“去势”后的AI，偶尔也能狠咬一口，让人刮目相看！😏”
哈哈哈！我总是能养出一个段子手ChatGPT...😂哪怕OpenAI再阉割！！
#超能新星汇#
#ChatGPT#", 1, 2,29,2023年11月05日 12:30
4958113095747416,3109939781,"根据Nature杂志的一项全球博士后调查显示，近三分之一的博士后研究人员已经开始使用AI聊天机器人ChatGPT等工具来提高工作效率，其中超过四成的工程领域博士后使用ChatGPT改进文字表达和编程。
这篇文章的核心内容：
1. ChatGPT的出现让许多博士后研究人员开始使用这种工具，尤其是那些英语不是母语的人。31%的受访博士后表示使用ChatGPT等AI聊天机器人。
2. 最常见的用途是改进文字表达(63%)，此外编写代码(56%)和查找文献(29%)也较为常见。
3. 工程领域的博士后使用ChatGPT的比例最高(44%)，生物医学领域最低(29%)。
4. 使用ChatGPT的博士后中,有67%的人表示这改变了他们的日常工作方式。他们表示ChatGPT可以帮助简化繁琐的工作，提高写作效率。
5. 但也有人担心ChatGPT会产生低质量的论文，或是依赖这种工具过度。使用上需要谨慎,核实其提供信息的准确性。
6. 大多数高校还没有出台使用ChatGPT的正式指南，许多博士后都是自学使用这些AI工具的。
7. ChatGPT可以帮助减轻博士后的繁重工作，但真正的学术工作仍需要深思熟虑和独创性思维。
8. ChatGPT正在以缓慢但稳定的速度改变博士后的工作和生活。
#ChatGPT#", 31, 4,38,2023年10月18日 08:42
4978524034698353,6084203417,"#ChatGPT 欺骗人类#
又是一次炒作话题，说白了就是想通过这个炒作告诉大家，ChatGPT变得越来越智能了，都可以骗人了
而实际上目前科技能力来说，程序的自主能力还无法与真正智能相挂钩，也就是说现在的Ai智能，不管怎么做其实都是基于人的训练，机械化思维和机械化应变，根本不可能诞生自我意识，试问没有自我意识的Ai如何骗人？
所以这个词条就是一种炒作罢了，ChatGPT欺骗人类，其实也是人类操纵的结果。
#数码资讯#
#科技快讯#", 2, 13,49,2023年12月13日 16:28
4961514248737412,1738690784,"#AI#
【独家专访OpenAI首席科学家Ilya Sutskever，AI将迎来划时代时刻】
伊利亚·苏茨克弗（Ilya Sutskever）低着头，陷入了沉思。他的双臂张开，手指张开放在桌面上，就像一个即将弹奏第一个音符的钢琴家。就这样，我们静静地坐着。
我见到了
#OpenAI#
的联合创始人兼首席科学家苏茨克弗，在旧金山一条不起眼的街道上，一栋没有标记的办公楼里，我想听听他为改变世界的技术所安排的下一步是什么。我还想知道他接下来想做什么，尤其是为什么构建 OpenAI 的下一代旗舰生成式模型不再是他的工作重点了。
苏茨克弗告诉我，他不打算构建下一个 GPT 或图像生成模型 DALL-E，而是打算弄清楚如何阻止超级人工智能变得不受控制。作为未来主义的信徒，他认为这种仍处于假设的未来技术终会出现。
苏茨克弗还跟我分享了很多其他想法。他认为
#ChatGPT#
可能是有意识的。他还认为，世界需要意识到他的公司和其他公司正在竞相创造的技术的真正力量。他相信，有些人有一天会选择与机器融合。
苏茨克弗说的很多话都是看似疯狂的。但现在听到他说的，并不像一两年前听起来那么遥不可及。正如他自己告诉我的那样，ChatGPT 已经改变了很多人对即将发生的事情的期望，从“永远不会发生”变成了“将比你想象的更快发生”。
在预测通用人工智能的发展之前（指的是像人类一样聪明的机器），他说：“重要的是要谈论它的发展方向。在某个时候，我们真的会看到通用人工智能。也许 OpenAI 会构建它，也许是其他公司。” 他说话的态度就像是通用人工智能的诞生和下一部 iPhone 的诞生一样理所当然。
戳链接查看详情：
O
独家专访OpenAI首席科学家Ilya Sutskever，AI将迎来划时代时刻", 15, 3,21,2023年10月27日 17:57
4978507787013464,2189735300,"#ChatGPT 欺骗人类#
GTP 很多数据来源就是现存文献资料，准确性需要不断靠数据更新来提高，同时也是一个共同学习养成类工具。话说，你们现在会使用 GPT 来提高办公效率吗？", 1, 6,66,2023年12月13日 15:23
4970446597390725,1653025131,"前几天我问 ChatGPT 的几个问题引起热议：数学常数与物理常数的本质区别是什么？宇宙的本质会不会是数学的？如何证实或证伪多世界猜想？今日详解：ChatGPT 已给出答案，与物理学教授泰格马克意见相左，你怎么看？高手进！
#ChatGPT#
#数学常数与物理常数#
#宇宙本质#
#泰格马克#
#多世界猜想#

L
科学有故事汪诘的微博视频", 9, 6,18,2023年11月21日 09:31
4970160041494461,2188093987,"在国外的人真的可以在手机上装一个GPT的应用，他的思维非常的有深度。
O
网页链接
虎哥Ai: 天天跑题,我都服了,怎么办啊兄弟们
#chatgpt #
gpt4
#人工智能 #
openai #苹果 - 今日头条", 3, 1,22,2023年11月20日 14:32
4968379366510872,1738690784,"#AI#
【独家专访李飞飞：我为什么不同意“AI教父”对灾难性人工智能风险的看法】
“
#人工智能#
正处在一个转折点。”李飞飞最近告诉我。她是美国斯坦福大学“以人为本人工智能研究所（Human-Centered AI Institute）”的联合主任，也是我们这个时代最杰出的计算机科学研究人员之一。她最出名的成果是创建了 ImageNet 数据集，这是一个流行的开源图像数据集，它在研究人员训练现代人工智能系统方面发挥了关键作用。
李飞飞解释说，这样说的原因是最近该领域发生了两件事。一个是生成式人工智能让公众真切地感受到了人工智能技术，因为它驱动着
#ChatGPT#
之类的人们可以自己尝试的人工智能工具。
因此另一件事是，许多企业已经意识到，文本生成等人工智能技术可以让它们赚钱，所以企业已经开始在更多产品中推出和加入这些技术。“正因如此，它正以一种更深刻的方式影响着我们的世界。”李飞飞说道。
在最新一期《麻省理工技术评论》杂志中，李飞飞是我们采访的技术领袖之一。在这期杂志中，我们主要探讨了世界面临的最大问题和最困难的问题。
技术和社会两个领域的交叉部分存在考虑不周的问题，因此我们请到了这两个领域的大思想家来讨论这些问题。
在李飞飞最新出版的回忆录《我看到的世界：人工智能黎明的好奇、探索和发现》中，她讲述了自己是如何从一个生活贫困的移民变成今天的人工智能领域重量级人物的。
这本书是对为实现梦想而做出牺牲的移民们的近距离观察，也是一位人工智能从业者讲述人工智能研究如何崭露头角的故事。
戳链接查看详情：
O
独家专访李飞飞：我为什么不同意“AI教父”对灾难性人工智能风险的看法", 12, 1,15,2023年11月15日 16:36
4987606846149724,1743391992,"营养师是怎么用 ChatGPT的？
ChatGPT真的非常火爆！营养师也来和AI机器人对个话吧~
问题1：建议服用各种抗氧化剂来抗氧化吗？
问题2：预防痴呆要怎么饮食？
问题3：个性化食谱定制，比如怀孕12周了，有妊娠糖尿病，身高160厘米，体重56千克，能给我制定个食谱吗？
一起来看看机器人是怎么回答的吧~
#健闻登顶计划#

#微博健康公开课#

#健康知识打卡月#

#ChatGPT#

L
营养师谷传玲的微博视频", 1, 1,15,01月07日 18:00
4964292832005490,5900008118,"#ChatGPT#
OpenAI下周一召开首次开发者大会 将推出全新产品
ChatGPT制造商OpenAI预计将在下周一举行的首次开发者大会上宣布产品改进，使其人工智能模型更便宜，功能更强大。该公司首席执行官Altman向与会者承诺，将推出“一些很棒的新东西”。
这场为期一天的活动在旧金山市政厅附近的一个荒凉地区举行，吸引了来自世界各地的数百名开发商。除了公布新的产品之外，该公司还可能微调其最先进的人工智能模型GPT-4的能力。
了解Altman想法的消息人士称，让OpenAI成为其他公司开发应用程序不可或缺的一部分，是其最重要的战略目标之一。", 7, 9,24,2023年11月04日 09:58
4966450140548223,5705716403,"日新月异了！
👉openai每一个更新都是王炸。GPT4 turbo api速度加快 + 多模态 + 降价。GPT自然语言可以分身，分身的GPT可以保存，可以分享给他人。GPTs将建立应用商店，好的机器人直接用。分身也有api，未来可能不再需要APP，壳子直接输入api就可以变身机器人。别人还在追赶GPT4，他们还怎么玩啊…
#chatGPT #
openai ##快手#
@快手
L
北大学渣-宇凡的快手视频

L
北大学渣-宇凡的快手视频", 36, 9,56,2023年11月10日 08:50
4997062539874281,1738690784,"#ChatGPT#
【纽大团队发现婴儿天生拥有语言能力，甚至可能比ChatGPT更擅长学习】
人类婴儿甚至比最好的
#大型语言模型#
更善于学习。为了能够写出合格的英语，ChatGPT 必须在包含数百万甚至上万亿个单词的海量数据集上接受训练。
而孩子们只能接触到这些数据中的一小部分，但到三岁时他们就能以相当复杂的方式进行交流。
纽约大学的一组研究人员想知道人工智能是否能像婴儿一样学习。如果给
#人工智能#
模型一个小得多的数据集，利用一个学习说话的孩子所经历的景象和声音，人工智能模型能做什么？
事实证明，可以做的事很多。人工智能模型成功地将单词与它们所代表的物体相匹配。
纽约大学的计算认知科学家、该研究的作者布伦登·莱克（Brenden Lake）说：“即使在孩童阶段的这一短暂经历中，也有足够的数据表明它可以进行真正的单词学习。”
相关论文发表在 Science 上，不仅为婴儿如何学习提供了见解，还可能带来更好的人工智能模型。
在这项实验中，研究人员使用了一段时长为 61 小时的视频，这段视频来自于一名居住在澳大利亚阿德莱德附近的儿童所佩戴的头盔摄像头所拍摄。
这个孩子叫山姆（Sam），从六个月大到两岁生日过后的一年半时间里，他一直断断续续地戴着这个摄像头。
戳链接查看详情：
O
网页链接", 7, 3,18,02月02日 20:13
4965387682711638,3171256063,"死OpenAI居然还没有给我all  tools功能！！！！我要退订！！！别人都美美用上了！！！！(╯▔皿▔)╯
然后被我的
#ChatGPT#
嘲讽说，我有“功能羡慕症”。
#超能新星汇#

#AI#", 1, 7,17,2023年11月07日 10:28
4956089453904659,3109939781,"如何让ChatGPT 生成4000~5000字的长文？
一次生成4-5k字，暂时有困难的。可以先让GPT写大纲，然后基于大纲写具体内容，这样操作，基本可以达到字数的要求。
#ChatGPT#", 22, 3,44,2023年10月12日 18:41
4981295262204086,1642720480,"【ChatGPT 可以定制啦！汇集全世界的脑洞，快来收藏！】
此前
#ChatGPT#
推出可以定制 GPT 的 GPTs 功能，我帮你精选出了 10 个，有的好玩有的实用，来看看哪个最合你心意？
L
爱范儿的微博视频", 4, 3,17,2023年12月21日 08:00
4990226841738329,2061540914,"OpenAI 已授权 ChatGPT 用于军事目的
开发商 OpenAI 更改了其技术的使用规则，包括 ChatGPT：使用政策中删除了对军事使用该服务的禁令。
截至 1 月 10 日，OpenAI 的“使用政策”页面明确禁止“具有高人身伤害风险的活动”，包括“武器开发”和“军事和战斗应用”。
在新版本中，“军事和战斗”用途的禁止已经消失。
--NEXTA 媒体，X-
@nexta_tv

#美国#
#ChatGPT#
#人工智能#
人工智能[超话]", 4, 6,57,01月14日 23:30
4973468995292961,1738690784,"#AI#
【研究显示，银行业是受生成式AI影响最大的行业之一】
凭借
#ChatGPT#
、
#DALLE-2#
和 CodeStarter 等工具，生成式人工智能在 2023 年激活了公众的想象力。与过去昙花一现的技术不同（想想元宇宙现在的状态），这项最新的人工智能技术看起来将继续存在。
OpenAI 的聊天机器人 ChatGPT 可能是最著名的生成式人工智能工具。在推出后的短短两个月内，它的月活跃用户就达到了 1 亿，普及速度甚至超过了 TikTok 和 Instagram，成为了历史上增长最快的消费者应用。
根据麦肯锡的一份报告，生成式人工智能每年可为全球经济增加 2.6 万亿至 4.4 万亿美元的价值。从对收入的影响来看，银行业是尤其可能从生成式人工智能中看到最大影响的行业之一。
报告称，该技术“如果能够充分实施其用例，每年可带来相当于 2000 亿至 3400 亿美元的额外价值”。
对于每个行业的企业来说，眼前的挑战是，将任何新技术带来的炒作与其可能具备的真正的、持久的价值区分开来。
这对金融服务企业来说是一个紧迫的问题。该行业对数字工具的使用已经广泛存在且在不断增长，这使得它特别有可能受到技术进步的影响。
《
#麻省理工科技评论#
》的最新报告分析了生成式人工智能在金融领域的早期影响，它正在哪些地方开始应用，以及从长远来看，成功部署它需要克服的障碍。
戳链接查看详情：
O
研究显示，银行业是受生成式AI影响最大的行业之一", 7, 2,8,2023年11月29日 17:41
4967710348280154,1653025131,"在这个视频中，我们将深入探讨 ChatGPT 的使用方法，详细介绍如何最大化利用这个强大的人工智能工具，让我们一起探索 GPT 的无限可能吧！
#ChatGPT#
#GPT4Turbo#
#人工智能AI#
#科技干货#
#汪诘#

O
网页链接", 1, 4,8,2023年11月13日 20:18
4968647912851070,1781866371,"ChatGPT 暂时还不能替代老师，至少数理化老师还不能被替代
加利福尼亚大学洛杉矶分校的计算机科学家王的团队测试了GPT-3.5及其后续版本 GPT-4回答数理化教科书上的问题的正确率，平均来说，GPT-4的表现优于GPT-3.5（免费版），但即便是GPT-4的正确率也只有约三分之一。要知道测试用的问题并不难，都是教科书上的问题。

逍遥科普超话
#chatgpt#", 3, 8,18,2023年11月16日 10:23
5005593704663749,1877509425,"长假后重返工作岗位的焦虑感
#数智化学习#
#chatgpt#

ChatGPT通过一只非常懒惰的猫的姿势和表，来表达…", 1, 5,29,02月26日 09:13
4978484650182923,1897723622,"【chat GPT爆火，小心被骗！】戳视频听听
@乱乱哒_
警花小姐姐怎么说
我在微博涨知识

@四川监狱

@重庆市场监管

@重庆轨道交通
转给更多人[奋斗]
L
法治四川的微博视频

#ChatGPT 欺骗人类#
#全民法治素养提升v计划#
#遭遇诈骗果断报警#", 180, 10,10,2023年12月13日 13:51
4990139975601366,1774015623,"如果你有耐心
你甚至可以用ChatGPT在Blender里做个俄罗斯方块
当然没必要，但可以看到GPT与Blender的联动能做的事情的确可以有更多期待
#blender#
#chatgpt#

L
嘉文钱的微博视频", 11, 8,32,01月14日 17:45
4966505014365701,3171256063,"伟大！
#超能新星汇#
#ChatGPT#
#乔布斯#", 4, 评论,43,2023年11月10日 12:28
4971205622763925,7212314665,"何祚庥之问：为什么ChatGPT没在中国诞生？
#热门微博#
#微博科普#
#ChatGPT#
#科学精神#

L
哈勃观察员的微博视频", 12, 16,59,2023年11月23日 11:47
5006333671902627,1651667605,"Open AI  刚刚发布了由 Sora 生成的新视频，主题是创建了一些不存在的生物。这些都是地球上从来没有过的生物。看看有没有你喜欢的样子？
提示词： 以自然纪录片的风格创作一种从未出现过的逼真生物。
#人工智能#
#chatgpt#
#Sora#

L
随风如我的微博视频", 33, 24,54,02月28日 10:13
4992257887570739,1834459124,"我自己平时会同时使用多种不同的 AI Chat 机器人，用于获取思路和灵感、取得参考资料、润色文字以及汇总摘要等多种目的。感觉 ChatGPT 和 Bing Chat 是效果最好的。ChatGPT 更有文采些，而 Bing Chat 的信息更全更新些。而相比之下，Claude 2 和 Google Bard 感觉就要明显弱一些。至少对于我所关注的计算机科学和技术领域而言。
#GPT#

#ChatGPT#", 10, 2,20,01月20日 14:01
4979909841387598,1402400261,"“滑动条”chatGPT提示优化技巧：
- 一开始chatGPT的输出在某些方面不理想时(过于正式，创意不足，摘要过简等)，这种技术很有用。
- 让AI根据详细定义的两个极端方向的描述，对其输出给出1-10分（比如：如果一封非常随意的邮件，就像写给亲密朋友，是1分，而一封非常正式的邮件，其中有很多公事的讨论，得10分，你给这封邮件打几分？）。
- 然后调整分数到接近理想的风格，比在初始提示中定义要好（比如：好，现在把邮件调整到4分）。
- 语气、创造力、全面性、正式程度等方面都可以通过这种方式微调。
- 可以迭代使用以接近最优输出。
- 这给了AI清晰的反馈来调整响应，就像是交互式训练。
- 这是一种利用AI对需要调整维度的理解，通过巧妙的提示来获得更好结果的简单但强大的技术。
#chatGPT#

#提示工程#
via:Moritz Kremb", 8, 2,18,2023年12月17日 12:14
4978495133060143,3540153945,"【chat GPT爆火，小心被骗！】戳视频听听乱乱哒_ 警花小姐姐怎么说
我在微博涨知识

#黄检普法#
@黄龙检察
@平安南江
转给更多人[奋斗]
L
法治四川的微博视频

#ChatGPT 欺骗人类#

L
黄龙检察的微博视频", 1, 43,37,2023年12月13日 14:33
4970196412662712,2188093987,"这个有点搞笑了
O
网页链接
瑶瑶玩Ai: 减少为什么是叫做负增长
#chatgpt  #
gpt4
#chatgpt应用领域  #
人工智能  #负增长 - 今日头条", 1, 2,28,2023年11月20日 16:57
4965741705039942,7212314665,"有人发推称：感觉总好像 OpenAI的 ChatGPT 被微软控制了。
马斯克回应：百分之百。他们拥有代码，重量，一切！ 而且GPT 在微软的数据中心运行，
他们可以随时切断 OpenAl 。
#热门微博#
#微博科普#
#chatgpt#
#马斯克#", 7, 6,25,2023年11月08日 09:55
5001300222150135,7212314665,"正在阿联酋召开的“世界政府峰会”上，Sam Altman透露，GPT-5相较于GPT-4会变得更加“聪明（smarter）”。
今天，OpenAI官宣称，ChatGPT新增了记忆功能，并将在下周向部分用户推出。
开启这个功能之后，ChatGPT可以在对话中记住之前所有聊天的信息。就像是治愈了电影里女主角的失忆症，让她能正常地和男主角对话相处。
ChatGPT的聊天过程越来越像真人了。
#热门微博#
#科学科普#
#chatgpt#
#科技快讯#", 9, 3,18,02月14日 12:52
4970762704519912,3305662291,"【ChatGPT时代的德国大学生】ChatGPT时代的德国大学生，也太潇洒了吧！学期论文，ChatGPT分分钟搞定！现在压力给到导师！嗯？压力真的给到了吗？
#德语学习#
#德语视频#
#米德在线#
#德式幽默#
#chatgpt#

L
草莓德语的微博视频", 6, 1,14,2023年11月22日 06:27
4955645352610053,3109939781,"群友发了个B站视频，讲的是ChatGPT 语音聊天能力，视频里有人问了个比较刁钻的问题，但ChatGPT 的回答非常惊艳！
我觉得，只要搞懂了ChatGPT 的那几个核心功能，比如图像识别，语音对话，DALL-E3就能用它们做出很多火的内容，做自媒体账号会变得更轻松和有趣，在群里也聊了聊我自己的一些想法。
#自媒体#
#ChatGPT#", 5, 评论,26,2023年10月11日 13:16
4981486551304749,5513901913,"《自然》年度人物榜单首次出现“非人类” ChatGPT and science: the AI system was a force in 2023 — for good and bad
#LearnAndRecord#

#教育聊一聊#

#ChatGPT#

O
《自然》年度人物榜单首次出现“非人类”", 10, 评论,17,2023年12月21日 20:40
5003834315247906,2357701491,"我发表了头条文章:《人生的价值和意义——与Al的深度对话》
O
《人生的价值和意义——与Al的深度对话》

#ChatGPT#", 18, 1,30,02月21日 12:42
5001575094813513,7478541987,"这两天全家人都着迷与ChatGPT聊天。我觉得它很好用。没事的时候也会和他/她/它聊天，觉得自己的口语得到了很多练习，而且它总是很耐心，帮我把句子重新整合，让我学到了也巩固了很多表达。但是今晚我考了一下它的法语语法，结果却不是太好……
#法语#
#ChatGPT#
#玮语Lety#

L
玮语Lety的微博视频", 4, 2,14,02月15日 07:04
4987837348317312,7212314665,"ChatGPT 越来越“懒惰”？OpenAI启动调查！
人工智能也会耍滑变懒吗？用户近来投诉，ChatGPT的表现越来越差，
譬如编写代码时更倾向于简化，只提供个基本框架要用户自行去填充。
文字生成也一样，必须用积极的措辞，它才会开始生成有意义的文字。
OPENAI表示，ChatGPT推出后代码未做过任何修改，为何会出现如此情况需要调查。
#热门微博#
#社会新闻#
#chatgpt#
#人工智能#", 11, 2,13,01月08日 09:15
4990447839877544,2713876763,"外文界90秒 | 你知道和ChatGPT聊天废水吗？
#ChatGPT#
#人工智能#
#AI#
资源
#环保#

L
CATTI译路通的微博视频", 1, 1,16,01月15日 14:09
4969524849543953,1329201253,"#微软回应OpenAI高层巨震#
一言以蔽之——
微软太看中这个业务了，只有完全掌握，才能放心。
#chatgpt#", 4, 40,68,2023年11月18日 20:28
4965386110108482,1660282297,"
造神年代超话
【这很“造神年代” ！马斯克推出首个AI大模型：善于讽刺，部分超越GPT3.5，灵感来自科幻小说🤖】
据悉，当地时间11月4日，
#埃隆·马斯克#
旗下xAI团队发布了首个AI大模型产品Grok。据xAI团队在官网上的介绍，Grok是根据
#道格拉斯·亚当斯#
的科幻小说《
#银河系漫游指南#
》设计的：“Grok会带着一丝机智和叛逆精神来回答问题。如果你不喜欢幽默，请不要使用它！”（什么自带嘲讽的忧郁马文啊！）

作为聊天机器人，Grok能够和ChatGPT一样通过联网来获取实时信息，并浏览和使用X（原推特）平台上的信息。“Grok”一词原是
#罗伯特·海因莱因#
的科幻小说《
#异乡异客#
》中的一个火星术语，指对某事有深刻共情、充分理解的一种状态。
目前，xAI团队表示，Grok还只训练了2个月，但在基于中学数学问题和Python编码任务的初步测试中，Grok在其计算类别中超越了“包括ChatGPT-3.5和Inflection-1在内的所有其他模型”。(via 澎湃新闻）
【小编钝评】
最近新闻都是怎么回事？上次是”中美欧签署首个全球性AI声明”（微博正文），这次又是”马文嘴替Grok”，你们AI圈怎么一个一个都那么”造神年代“！
看来现实与科幻的交互影响，真就如严曦老师在《
#造神年代#
》中所说的”你抽打我两下，我猜到你一招“！怕不是接下来真就要
#奇点来临#
！
讲真，既然”未来已来“，那你们还在等什么？快去读《造神年代》！（恭喜你，这又是一条伪装成资讯的小说安利
）
#宇宙广播#
#严曦#
#Grok#
#ChatGPT#
#马斯克#
#中美欧签署布莱奇利宣言#", 9, 2,9,2023年11月07日 10:22
4971591685112161,5667098523,"挑战用ChatGPT100天赚100万
#ChatGPT #
#chatgpt应用领域#
#宝藏AI#

L
微影情报社的微博视频", 11, 3,10,2023年11月24日 13:21
4970841424007481,7212314665,"“不支持”表述欠准，而是服务未覆盖到。
#热门微博#
#微博科普#
#openai#
#chatgpt#", 14, 5,18,2023年11月22日 11:40
4973684329024471,7212314665,"一年前的今天，ChatGPT横空出世。
#热门微博#
#微博科普#
#chatgpt#
#社会百态#", 6, 2,21,2023年11月30日 07:56
4871308871208064,1757693565,"零基础让 ChatGPT 帮你做PPT
：
1️⃣ 把你的需求描述给ChatGPT，让它写一段vba，需求越清晰越好，见图2（需求都说不明白还不如自己做快）
2️⃣ 打开PPT，在自定义功能区启用【开发者工具】，见图3
3️⃣ 在开发者工具里点击 Visual Basic，新建一个模块把代码粘进去，点击运行就搞定，见图4
出现问题的时候模仿甲方口吻反馈即可，但一定要指出具体的错误。
➡️ 常见问题1：运行的时候报错，直接反馈给 AI 改就行，见图5
➡️ 常见问题2：由于免费版经常掉线，刷新一下页面让AI继续写就行，见图6
#chatGPT#", 2173, 150,3123,2023年02月20日 19:53
